IdLandkreis,Altersgruppe,Geschlecht,Meldedatum,Refdatum,IstErkrankungsbeginn,NeuerFall,NeuerTodesfall,NeuGenesen,AnzahlFall,AnzahlTodesfall,AnzahlGenesen
8335,A15-A34,M,2020-03-11,2020-02-28,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-12,2020-03-03,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-10,2020-03-05,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-13,2020-03-05,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-14,2020-03-06,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-06,2020-03-06,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-04-08,2020-03-07,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-13,2020-03-07,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-18,2020-03-08,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-11,2020-03-08,1,0,-9,0,2,0,2
8335,A15-A34,M,2020-04-03,2020-03-09,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-18,2020-03-09,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-16,2020-03-09,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-11,2020-03-09,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-12,2020-03-10,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-16,2020-03-10,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-13,2020-03-10,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-13,2020-03-10,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-13,2020-03-11,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-20,2020-03-11,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-18,2020-03-11,1,0,-9,0,2,0,2
8335,A35-A59,M,2020-03-16,2020-03-11,1,0,-9,0,2,0,2
8335,A60-A79,M,2020-03-21,2020-03-11,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-16,2020-03-12,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-18,2020-03-12,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-23,2020-03-12,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-21,2020-03-13,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-23,2020-03-13,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-18,2020-03-13,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-14,2020-03-14,0,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-21,2020-03-14,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-21,2020-03-14,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-25,2020-03-14,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-19,2020-03-14,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-24,2020-03-14,1,0,-9,0,2,0,2
8335,A35-A59,M,2020-03-20,2020-03-15,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-18,2020-03-15,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-25,2020-03-15,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-25,2020-03-15,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-18,2020-03-15,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-25,2020-03-16,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-28,2020-03-16,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-19,2020-03-16,1,0,-9,0,2,0,2
8335,A60-A79,M,2020-03-21,2020-03-16,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-23,2020-03-16,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-23,2020-03-16,1,0,0,-9,1,1,0
8335,A35-A59,M,2020-03-30,2020-03-17,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-25,2020-03-17,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-17,2020-03-17,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-04-03,2020-03-18,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-25,2020-03-18,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-25,2020-03-18,1,0,-9,0,1,0,1
8335,A80+,M,2020-03-30,2020-03-19,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-27,2020-03-19,1,0,-9,0,2,0,2
8335,A35-A59,M,2020-03-22,2020-03-19,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-26,2020-03-19,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-24,2020-03-19,1,0,0,-9,1,1,0
8335,A60-A79,M,2020-03-20,2020-03-20,0,0,-9,0,1,0,1
8335,A35-A59,M,2020-04-01,2020-03-20,1,0,-9,0,2,0,2
8335,A35-A59,M,2020-04-05,2020-03-20,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-04-16,2020-03-20,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-25,2020-03-20,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-30,2020-03-20,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-27,2020-03-20,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-30,2020-03-20,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-24,2020-03-21,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-24,2020-03-21,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-04-01,2020-03-21,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-26,2020-03-21,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-30,2020-03-21,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-27,2020-03-22,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-04-06,2020-03-22,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-04-06,2020-03-22,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-04-03,2020-03-22,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-04-03,2020-03-22,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-30,2020-03-22,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-30,2020-03-23,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-25,2020-03-23,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-31,2020-03-23,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-31,2020-03-23,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-04-02,2020-03-23,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-24,2020-03-24,0,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-29,2020-03-24,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-04-02,2020-03-24,1,0,-9,0,1,0,1
8335,A80+,M,2020-03-30,2020-03-24,1,0,0,-9,1,1,0
8335,A60-A79,M,2020-04-07,2020-03-25,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-04-03,2020-03-25,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-04-08,2020-03-25,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-30,2020-03-25,1,0,-9,0,2,0,2
8335,A15-A34,M,2020-04-01,2020-03-25,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-28,2020-03-26,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-04-03,2020-03-26,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-30,2020-03-26,1,0,-9,0,1,0,1
8335,A80+,M,2020-03-30,2020-03-26,1,0,0,-9,1,1,0
8335,A35-A59,M,2020-04-03,2020-03-27,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-03-30,2020-03-27,1,0,-9,0,2,0,2
8335,A35-A59,M,2020-03-31,2020-03-27,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-04-01,2020-03-28,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-04-02,2020-03-28,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-28,2020-03-28,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-04-03,2020-03-29,1,0,-9,0,2,0,2
8335,A35-A59,M,2020-04-18,2020-03-29,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-04-01,2020-03-29,1,0,-9,0,1,0,1
8335,A80+,M,2020-04-03,2020-03-29,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-04-01,2020-03-29,1,0,-9,0,2,0,2
8335,A60-A79,M,2020-04-01,2020-03-29,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-04-01,2020-03-30,1,0,-9,0,1,0,1
8335,A35-A59,M,2020-03-31,2020-03-30,1,0,-9,0,1,0,1
8335,A15-A34,M,2020-04-02,2020-03-30,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-04-08,2020-03-30,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-04-06,2020-03-30,1,0,-9,0,1,0,1
8335,A60-A79,M,2020-03-30,2020-03-30,1,0,-9,0,1,0,1
