IdLandkreis,Altersgruppe,Geschlecht,Meldedatum,Refdatum,IstErkrankungsbeginn,NeuerFall,NeuerTodesfall,NeuGenesen,AnzahlFall,AnzahlTodesfall,AnzahlGenesen
3454,A35-A59,M,2020-03-11,2020-03-02,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-10,2020-03-03,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-12,2020-03-04,1,0,0,-9,1,1,0
3454,A60-A79,M,2020-03-13,2020-03-05,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-18,2020-03-07,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-15,2020-03-08,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-18,2020-03-09,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-24,2020-03-09,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-15,2020-03-09,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-15,2020-03-09,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-13,2020-03-10,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-13,2020-03-11,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-19,2020-03-11,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-14,2020-03-11,1,0,-9,0,3,0,3
3454,A35-A59,M,2020-03-18,2020-03-11,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-18,2020-03-11,1,0,0,-9,1,1,0
3454,A35-A59,M,2020-03-16,2020-03-12,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-27,2020-03-12,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-19,2020-03-12,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-13,2020-03-13,0,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-16,2020-03-13,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-21,2020-03-13,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-14,2020-03-14,0,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-14,2020-03-14,0,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-25,2020-03-14,1,0,-9,0,1,0,1
3454,A80+,M,2020-03-15,2020-03-15,0,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-19,2020-03-15,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-20,2020-03-15,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-30,2020-03-15,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-19,2020-03-15,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-24,2020-03-15,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-20,2020-03-15,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-19,2020-03-15,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-16,2020-03-16,0,0,-9,0,2,0,2
3454,A60-A79,M,2020-03-18,2020-03-16,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-27,2020-03-16,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-22,2020-03-16,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-23,2020-03-16,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-23,2020-03-16,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-19,2020-03-16,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-26,2020-03-17,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-29,2020-03-17,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-22,2020-03-17,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-22,2020-03-17,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-18,2020-03-18,0,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-23,2020-03-18,1,0,-9,0,1,0,1
3454,A15-A34,M,2020-03-31,2020-03-18,1,0,-9,0,1,0,1
3454,A80+,M,2020-03-25,2020-03-18,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-25,2020-03-18,1,0,-9,0,1,0,1
3454,A35-A59,M,2020-03-20,2020-03-18,1,0,-9,0,3,0,3
3454,A15-A34,M,2020-03-24,2020-03-19,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-24,2020-03-19,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-23,2020-03-19,1,0,-9,0,1,0,1
3454,A60-A79,M,2020-03-27,2020-03-19,1,0,-9,0,1,0,1
