11001,11002,11003,11004,11005,11006,11007,11008,11009,11010,11011,11012
Berlin Mitte,Berlin Friedrichshain-Kreuzberg,Berlin Pankow,Berlin Charlottenburg-Wilmersdorf,Berlin Spandau,Berlin Steglitz-Zehlendorf,Berlin Tempelhof-Schöneberg,Berlin Neukölln,Berlin Treptow-Köpenick,Berlin Marzahn-Hellersdorf,Berlin Lichtenberg,Berlin Reinickendorf
